age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,hours-per-week,native-country,income,education_encoded
37,Private,176293,Some-college,10.06420796100731,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,30,United-States,<=50K,16
17,Private,153021,12th,8.0,Never-married,Sales,Own-child,White,Female,20,United-States,<=50K,3
18,Never-worked,162908,11th,10.06420796100731,Never-married,Craft-repair,Own-child,White,Male,35,United-States,<=50K,2
24,Private,388093,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,Black,Male,40,United-States,<=50K,10
47,Private,379118,HS-grad,9.0,Divorced,Other-service,Unmarried,Black,Male,9,United-States,<=50K,12
49,Private,225124,HS-grad,10.06420796100731,Widowed,Machine-op-inspct,Unmarried,Black,Female,40,United-States,<=50K,12
35,Private,180137,Some-college,10.0,Divorced,Exec-managerial,Unmarried,White,Male,60,United-States,<=50K,16
38,Private,100295,7th-8th,4.0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,50,Canada,>50K,6
38,Private,29702,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,10
45,Federal-gov,168232,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,White,Male,55,United-States,>50K,10
41,Private,307589,Bachelors,13.0,Married-civ-spouse,Craft-repair,Wife,Asian-Pac-Islander,Female,5,Philippines,<=50K,10
23,Private,117767,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,10
27,Self-emp-not-inc,209301,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,<=50K,12
32,Self-emp-inc,317660,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,12
43,Self-emp-not-inc,160369,Some-college,10.0,Never-married,Sales,Not-in-family,White,Male,65,United-States,<=50K,16
56,Private,28729,11th,7.0,Separated,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K,2
47,Self-emp-not-inc,181405,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,15
53,Private,104748,10th,6.0,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,<=50K,1
34,Private,134737,Bachelors,13.0,Never-married,Sales,Own-child,White,Male,40,United-States,>50K,10
30,Private,455995,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,16
31,Private,157640,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,>50K,12
49,Private,173115,10th,6.0,Separated,Exec-managerial,Not-in-family,Black,Male,99,United-States,<=50K,1
38,Private,234807,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,United-States,>50K,10
51,Self-emp-not-inc,205100,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,<=50K,12
40,Private,202565,Assoc-acdm,12.0,Married-civ-spouse,Sales,Husband,White,Male,52,United-States,<=50K,8
45,Private,114032,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K,15
26,Private,208881,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Male,42,United-States,<=50K,10
40,Self-emp-not-inc,93793,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,>50K,12
51,Private,249644,Some-college,10.0,Divorced,Craft-repair,Not-in-family,White,Male,48,United-States,>50K,16
20,Private,301199,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,24,United-States,<=50K,16
33,Private,312881,Bachelors,10.06420796100731,Married-civ-spouse,Prof-specialty,Husband,Black,Male,40,United-States,>50K,10
18,Private,267399,12th,8.0,Never-married,Craft-repair,Own-child,White,Female,12,United-States,<=50K,3
68,Local-gov,254218,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,24,United-States,<=50K,9
47,Private,34248,Assoc-voc,11.0,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,9
35,Private,251091,Masters,14.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,38,Puerto-Rico,<=50K,13
49,Self-emp-inc,431245,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K,16
45,Self-emp-not-inc,77132,Some-college,10.0,Never-married,Sales,Not-in-family,White,Male,55,United-States,<=50K,16
31,Private,257644,11th,7.0,Never-married,Transport-moving,Unmarried,White,Male,40,United-States,<=50K,2
46,Private,409443,5th-6th,3.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,25,Mexico,<=50K,5
24,Private,197554,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,12
41,Self-emp-not-inc,200479,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,65,United-States,<=50K,9
64,Federal-gov,316246,Bachelors,13.0,Divorced,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K,10
36,Private,160035,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K,12
45,Self-emp-not-inc,328051,Masters,10.06420796100731,Never-married,Prof-specialty,Not-in-family,White,Female,60,United-States,<=50K,13
28,Private,291374,12th,8.0,Never-married,Sales,Unmarried,Black,Female,40,United-States,<=50K,3
47,Private,105495,Some-college,10.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,United-States,<=50K,16
61,Private,273803,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,12
35,Private,54363,Assoc-acdm,12.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,8
51,Self-emp-not-inc,132341,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,12
49,Private,98092,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,12
29,Private,163003,Bachelors,13.0,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,40,Taiwan,<=50K,10
22,Private,185452,Bachelors,13.0,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,<=50K,10
24,Private,196943,HS-grad,9.0,Never-married,Sales,Own-child,White,Male,40,United-States,<=50K,12
31,Local-gov,220669,Bachelors,13.0,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,<=50K,10
31,Self-emp-inc,103435,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,<=50K,12
47,Private,54260,11th,7.0,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K,2
28,Private,407043,HS-grad,10.06420796100731,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,United-States,<=50K,12
21,Private,234108,Some-college,10.0,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K,16
45,Private,106113,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,16
34,Private,117779,Some-college,10.0,Divorced,Adm-clerical,Unmarried,White,Female,65,United-States,<=50K,16
22,Private,339644,HS-grad,9.0,Married-spouse-absent,Adm-clerical,Other-relative,White,Female,40,United-States,<=50K,12
28,Private,129624,HS-grad,9.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K,12
56,Private,181220,Bachelors,10.06420796100731,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,10
32,Private,191856,Masters,10.06420796100731,Married-civ-spouse,Sales,Wife,White,Female,45,United-States,>50K,13
45,Private,192323,Assoc-acdm,12.0,Married-civ-spouse,Craft-repair,Husband,White,Male,66,Yugoslavia,<=50K,8
39,Private,91996,HS-grad,9.0,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K,12
36,Private,165007,HS-grad,9.0,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,12
52,Private,67090,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,44,United-States,<=50K,12
21,Private,60639,Some-college,10.0,Never-married,Other-service,Not-in-family,White,Female,37,United-States,<=50K,16
64,Private,91343,Some-college,10.0,Widowed,Tech-support,Unmarried,White,Female,40,United-States,<=50K,16
60,Private,366531,Assoc-voc,11.0,Widowed,Craft-repair,Not-in-family,White,Female,40,United-States,<=50K,9
40,Federal-gov,105119,Bachelors,13.0,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K,10
64,Private,391121,7th-8th,4.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,>50K,6
50,Private,196232,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,<=50K,12
31,Private,145377,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,<=50K,10
32,Private,130040,HS-grad,9.0,Divorced,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K,12
26,Private,106705,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,Black,Male,28,United-States,<=50K,12
35,State-gov,213076,Bachelors,13.0,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K,10
27,Private,189530,Some-college,10.0,Never-married,Sales,Own-child,White,Male,35,United-States,<=50K,16
54,Self-emp-not-inc,52634,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,16
25,Private,358975,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Female,35,United-States,<=50K,12
45,Private,53524,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,16
21,Private,227411,Assoc-voc,11.0,Never-married,Sales,Own-child,White,Female,40,United-States,<=50K,9
60,Private,185749,11th,7.0,Widowed,Transport-moving,Unmarried,Black,Male,40,United-States,<=50K,2
23,Private,52753,HS-grad,9.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,50,United-States,<=50K,12
48,Private,148995,HS-grad,9.0,Widowed,Exec-managerial,Not-in-family,White,Male,45,United-States,>50K,12
61,Self-emp-not-inc,30073,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,>50K,12
39,Federal-gov,30916,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,16
38,Federal-gov,115433,Assoc-acdm,12.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,33,United-States,>50K,8
58,Private,310085,5th-6th,3.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,5
42,Private,201520,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,16
90,Private,313986,11th,7.0,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K,2
38,Self-emp-not-inc,282461,7th-8th,4.0,Married-civ-spouse,Sales,Husband,White,Male,35,United-States,>50K,6
51,Private,108435,Bachelors,13.0,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,>50K,10
41,Federal-gov,564135,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,13
73,Local-gov,205580,5th-6th,3.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,6,United-States,<=50K,5
30,Private,29235,Some-college,10.0,Never-married,Adm-clerical,Other-relative,White,Female,20,United-States,<=50K,16
27,Private,192140,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,20,United-States,<=50K,12
41,Private,116391,Bachelors,13.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,Germany,<=50K,10
36,Private,168826,10th,6.0,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,1
49,Private,240841,7th-8th,4.0,Divorced,Other-service,Unmarried,White,Female,35,United-States,<=50K,6
33,Private,196385,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,37,United-States,>50K,13
46,Private,99835,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K,15
56,State-gov,466498,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,60,United-States,>50K,9
56,Local-gov,277203,Bachelors,13.0,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,>50K,10
51,Self-emp-inc,162943,Prof-school,10.06420796100731,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,15
19,Private,243373,12th,8.0,Never-married,Sales,Other-relative,White,Male,40,United-States,<=50K,3
31,Private,110554,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,United-States,>50K,12
43,Local-gov,43998,Bachelors,13.0,Divorced,Prof-specialty,Unmarried,White,Female,50,United-States,<=50K,10
44,Self-emp-not-inc,201742,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,10
35,Private,228493,Some-college,10.06420796100731,Never-married,Sales,Own-child,White,Male,48,United-States,<=50K,16
45,State-gov,102308,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,16
30,Private,176862,Assoc-voc,11.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,9
29,Private,209472,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,38,United-States,<=50K,12
20,Private,229414,HS-grad,9.0,Never-married,Machine-op-inspct,Own-child,White,Female,30,United-States,<=50K,12
34,Private,199227,HS-grad,9.0,Divorced,Transport-moving,Not-in-family,White,Male,50,United-States,<=50K,12
20,Private,187149,HS-grad,9.0,Never-married,Craft-repair,Own-child,Black,Female,40,United-States,<=50K,12
33,Private,172714,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,9
59,Private,261232,11th,7.0,Divorced,Farming-fishing,Not-in-family,White,Male,40,United-States,<=50K,2
58,Private,259532,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,70,United-States,<=50K,16
37,Private,89559,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,12
51,State-gov,79324,Doctorate,16.0,Divorced,Prof-specialty,Not-in-family,White,Male,30,United-States,<=50K,11
54,Private,284129,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,>50K,16
39,Private,165186,Some-college,10.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,45,United-States,<=50K,16
32,Private,79870,Some-college,10.0,Married-civ-spouse,Exec-managerial,Own-child,White,Female,40,Japan,<=50K,16
47,Private,284907,HS-grad,10.06420796100731,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,12
42,Local-gov,246862,Some-college,10.0,Divorced,Tech-support,Not-in-family,White,Female,40,United-States,<=50K,16
43,State-gov,182254,Some-college,10.0,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,16
72,Private,426562,11th,7.0,Divorced,Other-service,Not-in-family,Black,Female,35,United-States,<=50K,2
22,Private,142566,HS-grad,9.0,Never-married,Sales,Not-in-family,White,Male,40,United-States,<=50K,12
43,Private,478972,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,12
40,Private,143327,Some-college,10.0,Separated,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K,16
19,Private,192773,Some-college,10.0,Never-married,Craft-repair,Own-child,White,Female,35,United-States,<=50K,16
41,Self-emp-not-inc,147110,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,25,United-States,<=50K,12
29,Private,187327,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,10
48,Private,369522,Some-college,10.0,Divorced,Exec-managerial,Not-in-family,White,Female,60,United-States,<=50K,16
46,Private,137354,Masters,14.0,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,40,Philippines,>50K,13
60,Private,183162,HS-grad,9.0,Widowed,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K,12
46,State-gov,164023,Some-college,10.0,Married-civ-spouse,Protective-serv,Husband,Black,Male,70,United-States,>50K,16
33,Private,206707,HS-grad,9.0,Divorced,Craft-repair,Own-child,White,Male,40,United-States,<=50K,12
43,Private,163831,Some-college,10.0,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K,16
33,Private,222654,HS-grad,9.0,Divorced,Craft-repair,Other-relative,White,Male,40,United-States,<=50K,12
24,Private,192766,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,12
25,Private,195201,HS-grad,9.0,Married-civ-spouse,Sales,Husband,Other,Male,50,United-States,<=50K,12
20,Private,234663,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,30,United-States,<=50K,12
42,Self-emp-not-inc,157562,Bachelors,13.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,80,United-States,>50K,10
45,Private,264514,Bachelors,13.0,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,40,Philippines,<=50K,10
19,Private,142738,Some-college,10.0,Never-married,Prof-specialty,Own-child,White,Female,20,United-States,>50K,16
52,Self-emp-inc,90363,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,>50K,15
36,Private,308945,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,12
64,Private,258006,Some-college,10.06420796100731,Widowed,Adm-clerical,Not-in-family,White,Female,40,Cuba,<=50K,16
44,Private,307468,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,29,United-States,>50K,15
27,Private,336951,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,99,United-States,<=50K,12
34,Private,209213,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,<=50K,12
44,Private,254303,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Male,40,Hungary,<=50K,13
46,Private,124733,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,Vietnam,<=50K,16
21,Private,145389,Some-college,10.0,Never-married,Prof-specialty,Not-in-family,White,Female,25,United-States,<=50K,16
31,Private,332379,HS-grad,9.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K,12
28,Private,109494,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,16
30,Private,316471,Bachelors,10.06420796100731,Never-married,Adm-clerical,Not-in-family,White,Male,50,United-States,<=50K,10
55,Private,102058,12th,8.0,Widowed,Craft-repair,Not-in-family,White,Male,30,United-States,<=50K,3
54,Federal-gov,75235,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,12
35,Private,126569,HS-grad,9.0,Divorced,Craft-repair,Own-child,White,Male,20,United-States,<=50K,12
